6,0,0,0,0,0,0,0,0,14,14,0,0,0,0,0,0,0,0,7
8,5,5,5,5,5,5,5,5,4,4,3,5,5,5,5,5,5,5,3
8,4,12,0,0,0,0,0,0,0,0,0,4,4,4,4,4,4,4,3
8,4,5,5,5,8,5,5,5,5,5,5,4,4,4,4,4,4,4,3
8,4,4,4,4,8,4,4,3,9,8,13,4,4,3,4,4,12,0,3
8,4,4,4,4,8,4,4,3,5,8,4,4,4,3,4,4,5,5,3
8,4,4,4,4,8,4,4,3,4,8,4,4,4,3,4,4,4,4,3
8,13,4,4,4,8,4,4,3,4,8,4,4,4,3,4,4,4,4,3
8,5,4,4,4,8,4,4,3,4,8,4,4,4,3,4,12,0,0,3
8,4,4,4,4,8,4,4,3,4,8,13,4,4,3,4,5,5,5,3
8,4,4,12,0,8,4,4,3,4,8,4,4,4,3,4,4,4,4,3
8,4,4,5,5,8,4,4,3,4,8,4,4,4,3,0,13,4,4,3
8,4,4,4,4,8,4,4,3,4,8,4,4,4,3,5,5,4,4,3
8,4,4,4,4,8,4,4,3,0,8,13,4,4,3,4,4,4,4,3
8,4,4,4,4,8,4,4,4,4,4,4,4,4,3,4,4,4,4,3
8,4,4,4,4,10,4,4,9,9,9,9,9,9,11,0,0,13,4,3
8,4,4,4,4,5,4,4,3,5,5,5,5,5,5,5,5,5,4,3
8,4,4,4,4,4,4,4,3,4,4,4,4,4,4,4,4,4,4,3
8,4,4,4,4,4,4,4,3,4,4,4,4,4,4,4,4,4,4,3
10,9,9,9,9,9,9,9,9,15,15,9,9,9,9,9,9,9,9,11
