8,14,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3
8,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,3
8,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,3
8,9,9,9,9,9,9,9,9,4,4,3,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,3
8,0,0,0,0,0,0,0,0,4,4,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3
8,4,4,4,8,4,4,4,8,4,4,3,4,4,4,4,4,4,4,4,4,4,4,8,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,6,7,4,4,4,4,4,4,4,3
8,4,4,4,8,4,4,4,8,4,4,3,4,4,4,4,4,4,4,4,4,4,4,8,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,10,11,4,4,4,4,4,4,4,3
8,4,4,4,8,4,4,4,8,4,4,3,4,4,3,8,4,4,4,4,4,4,4,8,4,0,0,4,4,0,0,0,8,4,4,8,0,0,0,0,0,0,0,0,4,4,8,4,4,3
8,0,4,0,0,0,4,0,0,4,4,3,4,4,3,8,4,4,4,4,4,4,4,8,4,4,8,4,4,4,4,3,8,4,4,8,4,4,4,4,4,4,4,4,4,4,8,4,4,3
8,4,4,4,4,4,4,4,4,4,4,3,4,4,3,8,4,4,4,4,4,4,4,8,4,4,8,4,4,4,4,3,8,4,4,8,4,4,4,4,4,4,4,4,4,4,8,4,4,3
8,4,4,4,4,4,4,4,4,4,4,3,4,4,3,8,4,4,4,6,7,4,4,8,4,4,8,4,4,4,4,3,8,4,4,8,4,4,8,4,4,4,8,4,4,4,8,4,4,3
8,4,4,9,9,9,9,9,9,9,9,9,4,4,3,8,4,4,4,10,11,4,4,8,4,4,0,0,0,4,4,3,8,4,4,8,4,4,8,4,4,4,8,4,4,4,8,4,4,3
8,4,4,0,0,0,0,0,0,0,0,0,4,4,3,8,4,4,4,4,4,4,4,8,4,4,0,0,0,4,4,3,8,4,4,8,4,4,8,4,4,4,8,4,4,4,8,4,4,3
8,4,4,4,3,8,4,4,4,4,4,4,4,4,3,8,4,4,4,4,4,4,4,0,13,4,8,4,4,4,4,3,8,4,4,8,4,4,8,4,4,4,8,4,4,4,8,4,4,3
8,4,4,12,3,8,4,4,4,4,4,4,4,4,3,8,4,4,4,6,7,4,4,8,4,4,8,4,4,4,4,3,8,4,4,8,4,4,8,4,4,4,8,4,4,4,8,4,4,3
8,4,4,4,3,8,4,4,8,4,4,0,0,0,3,8,4,4,4,10,11,4,4,8,4,4,8,4,4,4,4,3,8,4,4,8,4,4,8,4,4,4,8,4,4,4,8,4,4,3
