350,351,352,193,194,195,193,194,195,193,194,195,350,351,352,193,194,195,193,194,195,193,194,195,193,194,195,193,194,195
280,281,282,228,229,230,228,229,230,228,229,230,280,281,282,228,229,230,228,229,230,228,229,230,228,229,230,228,229,230
315,316,317,263,264,265,263,264,265,263,264,265,315,316,317,263,264,265,263,264,265,263,264,265,263,264,265,263,264,265
350,351,352,350,351,352,350,351,352,193,194,195,350,351,352,350,351,352,350,351,352,350,351,352,350,351,352,193,194,195
280,281,282,280,281,282,280,281,282,228,229,230,280,281,282,280,281,282,280,281,282,280,281,282,280,281,282,228,229,230
315,316,317,315,316,317,315,316,317,263,264,265,315,316,317,315,316,317,315,316,317,315,316,317,315,316,317,263,264,265
350,351,352,193,194,195,193,194,195,193,194,195,193,194,195,193,194,195,193,194,195,350,351,352,350,351,352,193,194,195
280,281,282,228,229,230,228,229,230,228,229,230,228,229,230,228,229,230,228,229,230,280,281,282,280,281,282,228,229,230
315,316,317,263,264,265,263,264,265,263,264,265,263,264,265,263,264,265,263,264,265,315,316,317,315,316,317,263,264,265
350,351,352,193,194,195,350,351,352,193,194,195,298,299,300,193,194,195,350,351,352,350,351,352,350,351,352,193,194,195
280,281,282,228,229,230,280,281,282,228,229,230,333,334,335,228,229,230,280,281,282,280,281,282,280,281,282,228,229,230
315,316,317,263,264,265,315,316,317,263,264,265,368,369,370,263,264,265,315,316,317,315,316,317,315,316,317,263,264,265
350,351,352,193,194,195,350,351,352,193,194,195,298,299,300,298,299,300,350,351,352,350,351,352,350,351,352,193,194,195
280,281,282,228,229,230,280,281,282,228,229,230,333,334,335,333,334,335,280,281,282,280,281,282,280,281,282,228,229,230
315,316,317,263,264,265,315,316,317,263,264,265,368,369,370,368,369,370,315,316,317,315,316,317,315,316,317,263,264,265
350,351,352,350,351,352,350,351,352,193,194,195,193,194,195,193,194,195,350,351,352,350,351,352,350,351,352,193,194,195
280,281,282,280,281,282,280,281,282,228,229,230,228,229,230,228,229,230,280,281,282,280,281,282,280,281,282,228,229,230
315,316,317,315,316,317,315,316,317,263,264,265,263,264,265,263,264,265,315,316,317,315,316,317,315,316,317,263,264,265
193,194,195,350,351,352,350,351,352,350,351,352,350,351,352,350,351,352,350,351,352,350,351,352,193,194,195,193,194,195
228,229,230,280,281,282,280,281,282,280,281,282,280,281,282,280,281,282,280,281,282,280,281,282,228,229,230,228,229,230
263,264,265,315,316,317,315,316,317,315,316,317,315,316,317,315,316,317,315,316,317,315,316,317,263,264,265,263,264,265
193,194,195,298,299,300,193,194,195,350,351,352,350,351,352,193,194,195,193,194,195,298,299,300,298,299,300,193,194,195
228,229,230,333,334,335,228,229,230,280,281,282,280,281,282,228,229,230,228,229,230,333,334,335,333,334,335,228,229,230
263,264,265,368,369,370,263,264,265,315,316,317,315,316,317,263,264,265,263,264,265,368,369,370,368,369,370,263,264,265
193,194,195,298,299,300,193,194,195,350,351,352,350,351,352,193,194,195,298,299,300,298,299,300,298,299,300,193,194,195
228,229,230,333,334,335,228,229,230,280,281,282,280,281,282,228,229,230,333,334,335,333,334,335,333,334,335,228,229,230
263,264,265,368,369,370,263,264,265,315,316,317,315,316,317,263,264,265,368,369,370,368,369,370,368,369,370,263,264,265
193,194,195,193,194,195,193,194,195,350,351,352,350,351,352,193,194,195,193,194,195,193,194,195,193,194,195,193,194,195
228,229,230,228,229,230,228,229,230,280,281,282,280,281,282,228,229,230,228,229,230,228,229,230,228,229,230,228,229,230
263,264,265,263,264,265,263,264,265,315,316,317,315,316,317,263,264,265,263,264,265,263,264,265,263,264,265,263,264,265
